Category,Description,Price,Location,"Image URL"
"Ordinateurs portables","Switcher D-Link DGS-3120-24TC/10/100/1000/G/24 ports","11 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a2/a2f8a102-3be4-4347-9e25-1700b19e4859&w=300
"Offres d'emploi","service informatique et internet"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=45/453a3bf1-0f8d-4f0f-b247-07608bebb701&w=300
Téléphones,"Redmi Note 13 💥 cacheté 🎁 ","679 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f6/f657ca6c-8d8b-472f-84a4-7734b798c173&w=300
Téléphones,"12pro max cacheté"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=88/888b1c32-f019-4b6e-88d9-32b4984df39f&w=300
"Cours et Formations","Formation Réseaux CISCO CCNA Associate ","718 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d9/d9c87377-10e9-4514-b0eb-220c967ef236&w=300
"Terrains et Fermes"," Terrain d’habitation à 150 mètres plage dherwa Kelibia","150000 TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=07/07377aca-d991-44f6-bc2f-bf95713adf7c.png&w=100&w=300
"Ordinateurs portables","chargeur macbook","1111 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=da/da22a041-6536-4c19-a653-2c59f4644f3b&w=300
"Terrains et Fermes","Terrain 1200 m² à Jabbes ","300000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=87/87e4f482-db7a-449e-93c7-5c168b17b628&w=300
"Maisons et Villas","studio meublé à Menzah7","750 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=06/51591265_286097748738749_1381665200729489408_n.jpg&w=100&w=300
Voitures,"A vendre ","19000 TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6c/6c71bdba-be49-43d6-82c5-49f2b3ae32e0&w=300
Appartements,"S+2 en vente Ariana - Borj Louzir","195000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e49d018-ae9c-4c90-9c4a-c44ce1dc807b&w=100&w=300
"Maisons et Villas","Villa individuelle en vente","1990000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e49d018-ae9c-4c90-9c4a-c44ce1dc807b&w=100&w=300
"Maisons et Villas","S+3 en location Ariana - Riadh Landalous","1600 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e49d018-ae9c-4c90-9c4a-c44ce1dc807b&w=100&w=300
"Maisons et Villas","Étage S+4 à Mutuelle ville ","2300 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=df/df2712ac-6510-4698-bdca-7f2f4a571445&w=300
Appartements,"S+3 en vente Ariana - Riadh Landalous","460000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e49d018-ae9c-4c90-9c4a-c44ce1dc807b&w=100&w=300
"Ordinateurs portables","💖🔥Offre HP I5/4GB/Ecran Plat 20 W/Garantie💖🔥"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cb/cbf9c147-f475-44ec-ade3-535261966055&w=300
Voitures,"citroen c4 picasso 1.6 hdi ","28000 TND","Kasserine, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d0/d0abc95f-8154-42e7-bce4-fd1f9600de2e&w=300
"Magasins, Commerces et Locaux industriels","Fonds en vente Ariana - Riadh Landalous","285000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e49d018-ae9c-4c90-9c4a-c44ce1dc807b&w=100&w=300
Téléphones,"Samsung A54 5G💥","1049 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=42/4205273d-66d9-4c6d-8182-812ff1f57174&w=300
"Maisons et Villas","studio meublé à menzah9","600 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=06/51591265_286097748738749_1381665200729489408_n.jpg&w=100&w=300
"Maisons et Villas","Villa 430 m² à Ennasr 2 ","650000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=64/6403aa1c-7be6-4496-bdae-bb95ce7f7a11&w=300
"Ordinateurs portables","💖🔥Offre HP I5/4GB/Ecran Plat 20 W/Garantie💖🔥","480 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=00/00ef2d2c-154c-4eac-8497-719931490793&w=300
"Ordinateurs portables","Des Pc Lenovo i5 **2 génération /4 G/écran 19 p /presque neuf "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=67/6772e468-f0e5-4734-bfad-c67314f83165&w=300
Vélos,"VTT Alpha Bike Colorado en bon état ","330 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b8/b8b3793b-c5cc-413a-b835-c2d9624583ec&w=300
"Ordinateurs portables","💖🔥Offre I5/4GB/Ecran Plat 20 W/Garantie💖🔥","440 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d3/d351a000-fc3e-44c5-a449-c4faf97b1952&w=300
Appartements,"A louer un s+2 aux jardins de l'aouina ","1300 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75b0e63f-cc4a-4f2c-97e3-225304d245f5&w=100&w=300
"Ordinateurs portables","Firewall cisco 2900/1900","11 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0e84838-b1c6-4bb6-bf97-a6faa73d247c&w=300
Téléphones,"iPhone 13 Pro 256Go & 128Go Neuf Garantie","2380 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f9/f99f5901-3cec-47f7-a14a-906df5805553&w=300
Téléphones,"Galaxy Z Fold 4 5G Duos 512Go Cacheté"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=60/60397c02-a557-477f-aef4-cc4be4efee4d&w=300
"Magasins, Commerces et Locaux industriels","Local 500 m² tout commerce Menzah 8","5500 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d1/d1113455-da4b-40d9-b08d-4b4d9adeefdc&w=300
Voitures,"Kia Picanto année 2021","39000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=47/47e3cc46-f15e-42e7-9202-22153f0809ff&w=300
Appartements,"(S+2) au Première étage à Cité Riadh 5 ","79000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Ordinateurs portables","macbook pro 13.3 pouces Touch Bar Space gray +possibilité facilit","1111 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b8058e4-e837-4d5e-8ac7-0937cd1ce2f3&w=300
"Maisons et Villas","Villa à Cité Riadh dans un Quartier Calme et Résidentiel","460000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
Appartements,"A louer une Villa avec piscine","3500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
Appartements,"(S+2) à Sousse Directe Promoteur avec Place de Parking ","246000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
Téléphones,"iPhone 13 Pro Max 512Go 256Go 128Go Neuf Garantie","2650 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=04/04e521e4-8ef1-492c-aedc-c8d6101d3b2b&w=300
"Maisons et Villas","Villa Inachevée à Bouhsina ","300000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Maisons et Villas","Résidence (R+1) à Chatt Mariem, Pied dans l'eau","1200000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Terrains et Fermes","Terrain 580 m² R+6 Riadh Andalous ","1300000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b607526-a769-4dfb-8b64-bcb321b8a74e&w=300
Appartements,"(S+3) à Bouhsina el Ghazali , Directe Promoteur","380000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Maisons et Villas","Triplex indépendant (S+4) à Sousse Centre Ville","220000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Bureaux et Plateaux","Bureau (A+2) Premier Main à Sousse avec place de parking ","304000 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/864202d5-49cd-41c7-8e90-4008ee001d07.webp&w=100&w=300
"Terrains et Fermes","Terrains 433 m² à Mornaguia Centre ","260000 TND","La Manouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f7/f7ac234d-6665-4211-830c-a70f8ef4060b&w=300
Services,"26707807 Transport et déménagement ","30 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=78/7832dfa6-f7e6-43ba-8694-afe854599be2&w=300
"Jeux vidéo et Consoles","Ps4 slim 1T","790 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b743b5e-cde1-41d3-87ad-3353f28acac6&w=300
"Bureaux et Plateaux","Villa 550 m² à Ennasr 2 ","5000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1d/1d6929f6-5afb-428c-9bce-3c73a7d097a7&w=300
"Ordinateurs portables","PC Bureau ALL In One I5/8Gb/23 pouce DFULL HD "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a7/a7ede90c-ea5c-4e71-bc8a-4283fc73e6aa&w=300
"Maisons et Villas","villa de bon standing a borj el ouzir soukra","240000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5cba0cb-8843-4dfc-a56b-58a3d7b45ad9&w=300
"Meubles et Décoration","montre antique d'origine égyptienne ","550 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=97/97883ac0-ef80-48f2-8044-09f2e2e9a11f&w=300
"Maisons et Villas","Rez-de-chaussée S+3 à Ennasr 2 ","1300 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ed/edcb7f06-01f9-4a23-a0b9-7046abf75f5d&w=300
Voitures,"BMW F30 316i Sport","67000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3c/3ccb5d9f-8573-48b4-a733-d3ec066b840e&w=300
"Ordinateurs portables","reparation macbook ","1111 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=67/678cbb45-d23c-4ac2-8e14-b3d65e2c2ef3&w=300
"Terrains et Fermes","Lots de terrains à Sliman","118000 TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=20/20a21544-5ee0-435d-afc1-e832a0772ee0&w=300
Téléphones,"Redmi Note 13 Pro💥","1079 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=bc/bcf5d255-1507-4610-93fa-9d23ae5ec020&w=300
"Ordinateurs portables","Pc ALL In One DDR4/4Gb/20 pouce Led /wifi "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=44/446c55d0-f1ef-439c-9d18-7fa41a8fadc3&w=300
"Ordinateurs portables","4 switcher Summit X250e-24P 24 port","11 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d5/d540f23b-8bd4-402c-8299-22795ee46631&w=300
Voitures,polo6,"17500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/70cd042e-6446-4b8d-9c45-6ea04842f96b&w=300
"Meubles et Décoration","Element neuf jamais utilisé "," TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ca/ca689c87-6459-41b1-8b39-4a54f1d1f4bf&w=300
"Bureaux et Plateaux","A louer un immeuble bureautique au Lac 1"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704642bb-d404-4356-9415-596b15edce1d.png&w=100&w=300
"Magasins, Commerces et Locaux industriels","A LOUER DEPOT – JARDIN DE CARTHAGE – TEL 53672333 – FB.5229","2000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b5/b5210173-ab29-4ab8-9a75-7636cdda3125&w=300
"Ordinateurs portables","Pc gamer"," TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c4b70e5-4e48-44e5-b40e-96532d0cad1c&w=300
"Bureaux et Plateaux","A louer Cabinet S+1 haut standing à #El_Mourouj_5. Trés bien aménagé - tt neuf jamais utilisé.","850 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6c/6c6102a4-56fe-4aae-a739-fdce569a4c57&w=100&w=300
Téléphones,"iPhone XS 500","500 TND","Sousse, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a3bc8dc-30de-49b6-8400-0546cee2f841&w=300
"Ordinateurs portables","Ecran Samsung 24 pouce "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6e/6e59a1d1-24c6-46a2-8c78-749b43cdd8a7&w=300
"Ordinateurs portables","pc de bureaux ","560 TND","Siliana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b1/b1b7cbf2-d56e-49ee-b31e-994ec912c41b&w=300
"Meubles et Décoration","Console égyptienne en bois blenz "," TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc71bec7-6ac5-4119-8423-e712626c09cc&w=300
Voitures,"A VENTRE FIAT GRANDI PUNTO TEL 23729486","23500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee387681-88d8-4d62-9a31-ba9e0749b943&w=300
Téléphones,oppo.reno.10,"1150 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0b/0b10eaab-5973-47ef-969e-a261d42183ec&w=100&w=300
"Locations de vacances","plage ezzahra kelibia","1800 TND","Nabeul, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3ba5ece-f8fa-4a03-af55-0bc4e296a424&w=300
Voitures,"GOLF 7 HIGHLNE "," TND","Monastir, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d8/d825ec77-7f0c-429a-845b-acb41dee5a8a&w=300
Services,"Femme de Ménage","40 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2b/2b19afa5-1c83-4557-9c9e-d2cc30541a78&w=300
"Bureaux et Plateaux","Projet encours de construction","2100000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=43/438e8f09-c611-4cbc-83a6-7103c049d67d.png&w=100&w=300
"Terrains et Fermes","terrain route principale Sidi Mansour km 3 ","840000 TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8b/8bccfe85-4d47-47e7-a63a-00c11267e8f3&w=300
Téléphones,"iPhone 11Pro gold 95%🔋 neuf","1380 TND","Monastir, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=94/9489fe42-e57f-4f46-a5b4-4d60af161413&w=300
"Accessoires informatiques et Gadgets","MONTRE CONNECTÉE KOSPET WATCH TANK T2 ","380 TND","Monastir, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ba/ba596560-bd93-4bd8-bb52-b4cb5b9df158&w=300
Appartements,"Appartement RDC Ain Zaghouan avec jardin, entrée indépendante ","490000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=43/438e8f09-c611-4cbc-83a6-7103c049d67d.png&w=100&w=300
"Ordinateurs portables","Des switchers de différente modèle a partir de 50 dt","50 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b7/b7b69940-29e6-4e4a-84eb-70c4c30dde2d&w=300
Appartements,"S+3 en vente","350000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e1/e132ec22-d2fa-4ec4-a92e-07a1c3b48307&w=300
Appartements,"Cité hedi nouira : 𝐚̀ 🅻O 🆄🅴🆁 un appat s+2","650 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=17/1799c189-07c8-461d-89d3-d868c31282e1&w=300
Voitures,"Golf 7"," TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e7/e79ff9bc-c33a-40cc-9c91-50c4a9642ce6&w=300
Appartements,"appartement vente a Manar2 ","350 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d6cec22-7756-487d-b440-4792413d1133&w=100&w=300
Téléphones,"Realme 8","550 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=01/012968f6-16a0-4d64-bbd5-f3ce32caa89d&w=300
Appartements,"appartement vente au Nord Hilton ","230000000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d6cec22-7756-487d-b440-4792413d1133&w=100&w=300
Téléphones,"redmi note 13.pro","970 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0b/0b10eaab-5973-47ef-969e-a261d42183ec&w=100&w=300
Téléphones,"Oppo Reno 5","600 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6b/6bb85fe3-e3bd-429f-b0b7-4d7ce4cc5586&w=300
Appartements,"A louer : S+2 à Hay Tahrir "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cd/cd3e6041-f5d3-4ae0-a25b-251419309248&w=100&w=300
Appartements,"Appartement S+2","1350 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3f/3ffab4e0-1bd7-4fd8-8915-97c6551bef7e&w=300
Vêtements,"Doudounes sans manches. ","300 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b8cae6a-3052-4652-8fdf-7c4b8fb95c3e&w=300
Appartements,"Duplex avec jardin à louer à la Marsa","2500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=34/34bbb457-722b-4a32-ad0f-6ecb14fbce1d&w=100&w=300
Voitures,"golf 7 allstar","67 TND","Sfax, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=04/042a75a6-d983-4e7c-a38b-79c666cd6aff&w=300
"Maisons et Villas","🌟JARDINS D'el MENZAH 2 ; à louer TRIPLEX Haut stg 🌟"," TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d9/d9bfd548-3697-47fd-8157-f02a83cbe463&w=300
"Image & Son","Casque Beats Studio 3 Neuf importé du Canada","1200 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=92/92a28dca-d879-4db4-a795-3d25d6c39259&w=300
Appartements,"Appartement en S+1 meublé ","1300 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c2f2e14-2b6e-4941-8c46-044af16a52fa&w=300
"Ordinateurs portables","💖PC HP Pro i5@4ém/8G/500GB +Ecran 20""+Accessoires 💖","640 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1c/1c4330f9-0a77-413d-9453-b632ad9002e2&w=300
"Maisons et Villas","Triplex en S+4","500000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb3a0eec-32cd-487a-8e56-9411f1898189&w=300
Téléphones,"redmi note 13pro +","1260 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0b/0b10eaab-5973-47ef-969e-a261d42183ec&w=100&w=300
Appartements,"appartement meublé à louer par nuitée au aouina cité wahat ","80 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f6/f6f29425-8318-4edd-a94b-aec3472c0236&w=300
Voitures,"🔶◾𝐏𝐨𝐫𝐬𝐜𝐡𝐞 𝐂𝐚𝐲𝐞𝐧𝐧𝐞 𝐄-𝐇𝐲𝐛𝐫𝐢𝐝 ◾🔶"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f84ca927-b094-410b-baf3-b06022b8cf4b&w=100&w=300
Voitures,"𝑴𝑬𝑹𝑪𝑬𝑫𝑬𝑺-𝑩𝑬𝑵𝒁 𝑮𝑳𝑪 𝑪𝒐𝒖𝒑𝒆̀ 𝟐𝟐𝟎 𝑨𝑴𝑮"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f84ca927-b094-410b-baf3-b06022b8cf4b&w=100&w=300
Appartements,"a vendre appartement a cité wahat ","320 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d6cec22-7756-487d-b440-4792413d1133&w=100&w=300
Voitures,"🔶◾ 𝐑𝐀𝐍𝐆𝐄 𝐑𝐎𝐕𝐄𝐑 𝐄𝐕𝐎𝐐𝐔𝐄 𝐑-𝐃𝐘𝐍𝐀𝐌𝐈𝐐𝐔𝐄 ◾🔶"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f84ca927-b094-410b-baf3-b06022b8cf4b&w=100&w=300
Appartements,"Appartement S+1","235000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c6/c6ebcb9c-d9da-4bc4-a10c-533a7a6762b6&w=300
"Maisons et Villas","Villa en S+5","4000 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=28/28114dd3-b2ab-4c5e-a95e-44d5a04b936d&w=300
"Ordinateurs portables","Des Unité D marque avec 4Gb/250Gb a 185dt en promo ","185 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f0/f07f642c-7047-4196-9544-76087cd92217&w=300
"Ordinateurs portables","Offre des unité HP Elite i7/8gb/500gb","619 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b9/b99c10d8-fbd5-4b77-9e9f-cd2af6d7df54&w=300
Appartements,"A vendre un Duplex en s+3","415000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
"Ordinateurs portables","Des disques durs pour les serveurs 2.5/3.5 SAS","10 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e9/e9d80894-a2e9-4139-b573-2ad632f5f78d&w=300
Appartements,"location appart S+2","550 TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=90/901805b5-d296-4aa9-93db-7a68ad3dffa8&w=300
Appartements,"A louer un étage de villa en s+3","1500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
Appartements,"A vendre un appartement en s+1","220000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/851d8337-6d81-416a-9da6-19a9c2783ae2&w=100&w=300
Appartements,"A vendre un S+1 au Jardins de l'aouina","195000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
"Ordinateurs portables","Des Pc De Bureau i3-i7-i5-dual core -pentium tt avec garantie "," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=44/44ff16d5-9d41-4daa-819b-cd09c0178704&w=300
Appartements,"A vendre un appartement en s+3","387000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
Appartements,"A vendre un appartement direct promoteur: 3300dt/m²"," TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
"Terrains et Fermes","DES LOTS TERRAINS D'un HECTAR","400000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=da/daf6ba35-3454-46a3-80ae-cd8c8873b285&w=300
Appartements,"A vendre une opportunités ","225000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
Motos,"forsa ftm","1600 TND","Médenine, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2d/2d5714ea-6a04-4307-b21b-e27add952b8b&w=300
"Maisons et Villas","Immeuble 3 étages, semi-fini à Borj Cedria "," TND","Ben Arous, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=21/2146602b-1995-48e6-858d-f443d84b868a&w=300
Appartements,"A louer un Appartement en s+3","1400 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
"Terrains et Fermes","FERME a TUNIS","220000 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3d/3d76e843-b79e-4cd9-8598-bf6b13531c62&w=300
Téléphones,"Redmi note 11 ","520 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=df/dfe3e661-e71b-4c75-a14d-2c02a737a998&w=300
Voitures,"Alpha Romeo Mito","29500 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3d/3d1f2c0d-693b-4ec7-b7d4-1748f2d07261&w=300
Appartements,"A louer un appartement en S+1 ","950 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85bff4d6-962d-441a-b4d7-b14e1a6868fc&w=100&w=300
"Appareils photo et Caméras","Camera go pro","280 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=62/62272c5b-e130-4211-9c9b-dc7ba3c32799&w=300
Motos,"Piaggio Vespa LX 50cc","2800 TND","Tunis, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=99/992a3708-4b44-4305-b1d2-f9d203f87f10&w=300
"Accessoires informatiques et Gadgets","CAISSE TACTILE POUR QUINCAILLERIE"," TND","Jendouba, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a67331b-96ba-4e40-ba9e-fc0d4961a080&w=300
"Bureaux et Plateaux","S+1 à Ennasr 2 ","750 TND","Ariana, 14 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1e/1e55306e-36e4-4cbd-a04a-974d5dc837a5&w=300
